,NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO
74800,Telma Albernaz Cristina,897.211.969-59,41,81361.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,1755.79,1032.08
38485,Charles Cristina Sant' Anna,905.552.061-65,70,201196.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,2956.79,844.23
68388,Carlos Costa Rodrigues,408.408.091-82,29,241306.0,2024-06-04,26-30,48,0.0091,2024-06-04,0.87,6183.98,4062.66
44371,Ana Ferreira Pereira,700.370.547-83,59,196506.0,2024-06-03,56-60,120,0.071,2024-06-03,0.87,2739.45,890.33
87173,Priscila Sant' Anna Costa,514.483.046-36,66,223140.0,2024-06-04,66-70,120,0.18,2024-06-04,0.87,3279.28,936.31
176671,Priscila Ferreira Souza,097.840.292-86,44,217275.0,2024-06-06,41-45,36,0.0195,2024-06-06,0.87,7079.81,5147.15
113889,Alexandre Oliveira Silva,606.852.000-51,62,118303.0,2024-06-05,61-65,108,0.111,2024-06-05,0.87,1781.16,620.61
169265,Pedro Costa Sant' Anna,947.266.288-95,27,32585.0,2024-06-06,26-30,108,0.0091,2024-06-06,0.87,468.5,182.05
4910,Leticia Ferreira Rodrigues,852.005.563-09,95,56974.0,2024-06-03,91+,72,2.79,2024-06-03,0.87,2254.72,169.47
106220,Marcelo Ferreira Pereira,856.220.475-79,98,132715.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,4923.27,65.9
79020,Daniel Pereira Cunha,051.540.707-04,50,21212.0,2024-06-04,46-50,60,0.033,2024-06-04,0.87,459.47,267.93
171347,Pedro Matos Oliveira,957.592.706-05,51,203095.0,2024-06-06,51-55,84,0.05,2024-06-06,0.87,3481.75,1613.28
184584,Rosimeri Pereira Prenda,447.896.115-82,87,96376.0,2024-06-06,86-90,60,1.27,2024-06-06,0.87,2867.31,804.86
87395,Charles Maia Cunha,009.674.523-17,67,65754.0,2024-06-04,66-70,120,0.18,2024-06-04,0.87,966.33,275.91
187923,Marcelo Rodrigues Albernaz,060.039.580-49,67,182798.0,2024-06-06,66-70,60,0.18,2024-06-06,0.87,4121.88,2202.5
98209,Marcelo Silva Albernaz,033.033.370-47,78,177789.0,2024-06-04,76-80,48,0.51,2024-06-04,0.87,5089.73,2636.24
197913,José Cunha Rodrigues,634.919.797-65,77,277065.0,2024-06-06,76-80,72,0.51,2024-06-06,0.87,6095.8,2272.3
149093,Charles Cunha Costa,201.864.523-49,78,106073.0,2024-06-05,76-80,48,0.51,2024-06-05,0.87,3036.65,1572.84
25319,Irani Souza Rodrigues,049.978.405-72,41,135407.0,2024-06-03,41-45,96,0.0195,2024-06-03,0.87,2103.3,898.85
128885,Telma Oliveira Silva,155.909.654-38,49,242097.0,2024-06-05,46-50,72,0.033,2024-06-05,0.87,4587.78,2401.64
189882,Leticia Prenda Oliveira,986.251.350-05,38,111861.0,2024-06-06,36-40,72,0.0112,2024-06-06,0.87,2104.87,1119.15
91816,Irani Pereira Matos,706.136.467-03,60,85174.0,2024-06-04,56-60,60,0.071,2024-06-04,0.87,1864.32,1062.83
162667,Daniel Matos Cristina,906.839.739-75,63,169748.0,2024-06-06,61-65,36,0.111,2024-06-06,0.87,5619.6,3954.37
64397,Alexandre Rodrigues Maia,681.160.867-66,25,260951.0,2024-06-04,21-25,120,0.0073,2024-06-04,0.87,3525.18,1235.86
76801,Pedro Silva Rodrigues,896.715.321-01,46,58905.0,2024-06-04,46-50,48,0.033,2024-06-04,0.87,1517.74,985.83
13282,Gloria Maia Santos,005.494.692-14,64,278949.0,2024-06-03,61-65,108,0.111,2024-06-03,0.87,4199.84,1463.35
70261,José Oliveira Sant' Anna,657.536.693-79,27,99454.0,2024-06-04,26-30,60,0.0091,2024-06-04,0.87,2140.08,1265.78
14833,Fatima Ferreira Rodrigues,959.468.829-70,25,44481.0,2024-06-03,21-25,60,0.0073,2024-06-03,0.87,956.68,566.45
20264,Telma Cunha Oliveira,265.094.324-63,29,146525.0,2024-06-03,26-30,120,0.0091,2024-06-03,0.87,1981.17,693.07
186443,Irani Pereira Sande,036.049.770-53,70,150498.0,2024-06-06,66-70,96,0.18,2024-06-06,0.87,2495.9,915.67
40050,Ana Cristina Albernaz,076.926.760-20,37,56658.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,1066.12,566.85
155191,Leticia Santos Costa,842.001.961-58,91,175463.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,8847.55,2425.6
141154,Fatima Cunha Matos,855.357.385-06,38,257262.0,2024-06-05,36-40,72,0.0112,2024-06-05,0.87,4840.85,2573.86
70320,Marcelo Souza Sande,502.031.031-06,28,108248.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,1556.37,604.76
174152,Charles Cunha Oliveira,546.500.171-22,43,191096.0,2024-06-06,41-45,72,0.0195,2024-06-06,0.87,3605.51,1905.71
105797,Charles Sant' Anna Maia,507.139.995-43,96,139448.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,5771.56,667.76
142811,Priscila Rodrigues Matos,722.955.888-39,57,163055.0,2024-06-05,56-60,84,0.071,2024-06-05,0.87,2817.0,1282.65
159350,Charles Matos Prenda,434.296.373-68,73,86485.0,2024-06-06,71-75,48,0.33,2024-06-06,0.87,2380.72,1342.9
8389,Augusto Cunha Cristina,930.578.555-71,99,114935.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,5795.48,1588.86
137186,Augusto Maia Silva,462.032.768-98,70,105437.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,2094.36,987.27
35441,João Cristina Pereira,635.662.359-46,88,23729.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,649.13,141.33
88158,Priscila Ferreira Silva,741.985.946-94,67,248958.0,2024-06-04,66-70,108,0.18,2024-06-04,0.87,3864.96,1250.9
166289,Rosimeri Matos Santos,448.718.165-83,21,67278.0,2024-06-06,21-25,96,0.0073,2024-06-06,0.87,1039.77,449.54
18142,Pedro Cristina Matos,981.288.199-92,30,117491.0,2024-06-03,26-30,120,0.0091,2024-06-03,0.87,1588.6,555.74
3074,Daniel Rodrigues Santos,891.094.210-09,99,55915.0,2024-06-03,91+,60,2.79,2024-06-03,0.87,2314.24,267.75
35732,Rosimeri Souza Prenda,632.783.737-90,90,276246.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,7556.97,1645.31
106677,Marcelo Silva Santos,266.184.941-68,98,83191.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,4194.82,1150.03
67700,Samuel Silva Silva,366.499.538-49,29,170046.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,3197.54,1702.67
145630,Daniel Sande Maia,019.558.708-10,19,259185.0,2024-06-05,15-20,84,0.0065,2024-06-05,0.87,4372.47,2100.71
55416,Maria Souza Santos,876.006.536-21,94,201418.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,7750.32,378.42
46058,Igor Rodrigues Sande,808.695.988-05,20,78614.0,2024-06-03,15-20,108,0.0065,2024-06-03,0.87,1128.95,439.9
59719,Daniel Cristina Silva,442.585.893-06,73,44866.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,789.64,251.25
63286,Noemi Silva Maia,632.767.446-19,61,23979.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,340.88,105.65
47170,Daniel Maia Ferreira,366.134.839-66,77,209619.0,2024-06-03,76-80,84,0.51,2024-06-03,0.87,4230.6,1337.86
107387,Charles Cristina Silva,686.654.360-65,98,74487.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,2783.58,57.36
23474,Maria Costa Sant' Anna,390.711.814-64,51,55474.0,2024-06-03,51-55,84,0.05,2024-06-03,0.87,951.02,440.66
140099,Charles Pereira Sant' Anna,208.965.688-30,40,291698.0,2024-06-05,36-40,84,0.0112,2024-06-05,0.87,4929.54,2359.1
60687,José Sande Cristina,641.370.815-81,75,142941.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,3934.82,2219.53
10539,Igor Rodrigues Cunha,761.236.414-09,72,134143.0,2024-06-03,71-75,60,0.33,2024-06-03,0.87,3149.16,1539.44
12581,Maria Matos Costa,042.314.597-54,61,130225.0,2024-06-03,61-65,84,0.111,2024-06-03,0.87,2282.98,1005.47
82659,Alexandre Cristina Ferreira,132.810.491-50,86,265790.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,6545.18,857.27
96142,Igor Costa Sant' Anna,134.726.157-53,19,282723.0,2024-06-04,15-20,84,0.0065,2024-06-04,0.87,4769.55,2291.48
152921,Gabriel Souza Matos,907.416.373-40,98,65510.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,2711.37,313.7
53857,Telma Ferreira Albernaz,090.746.232-47,95,161153.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,6022.29,124.09
70478,Carlos Sande Costa,923.986.270-63,54,282145.0,2024-06-04,51-55,84,0.05,2024-06-04,0.87,4836.95,2241.22
171763,Marcelo Sande Sant' Anna,528.859.254-34,51,90121.0,2024-06-06,51-55,72,0.05,2024-06-06,0.87,1717.22,888.11
90951,Alexandre Cristina Santos,561.245.616-62,40,239460.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,3241.14,1131.02
20208,Leticia Pereira Sant' Anna,595.288.841-05,26,199885.0,2024-06-03,26-30,48,0.0091,2024-06-03,0.87,5122.48,3365.29
106569,Irani Oliveira Santos,352.980.005-84,92,243172.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,9020.85,120.75
58972,Telma Oliveira Pereira,404.389.515-14,74,185114.0,2024-06-04,71-75,36,0.33,2024-06-04,0.87,6362.78,4141.41
64481,Maria Pereira Matos,785.999.616-24,25,127943.0,2024-06-04,21-25,84,0.0073,2024-06-04,0.87,2159.05,1036.61
155557,Augusto Ferreira Silva,942.217.219-52,99,227843.0,2024-06-06,91+,84,2.79,2024-06-06,0.87,8767.13,428.08
155758,Gabriel Sande Costa,814.627.440-44,99,31868.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,1606.91,440.54
140444,Igor Matos Ferreira,937.109.358-73,40,289911.0,2024-06-05,36-40,72,0.0112,2024-06-05,0.87,5455.2,2900.5
1414,Samuel Pereira Santos,466.861.289-88,82,178418.0,2024-06-03,81-85,60,0.838,2024-06-03,0.87,4776.36,1728.98
5534,Fatima Silva Ferreira,299.651.741-56,95,124662.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,4796.84,234.21
58985,Ana Pereira Oliveira,580.853.461-50,75,125457.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,3453.52,1948.04
162357,Marcelo Albernaz Sande,103.210.618-29,62,262077.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,3725.58,1154.6
197974,Fatima Souza Souza,200.754.313-35,78,214265.0,2024-06-06,76-80,36,0.51,2024-06-06,0.87,7592.29,4635.43
1239,Ana Albernaz Ferreira,980.885.810-44,84,142006.0,2024-06-03,81-85,96,0.838,2024-06-03,0.87,3019.55,594.09
191752,Carlos Matos Matos,393.629.848-30,39,233001.0,2024-06-06,36-40,108,0.0112,2024-06-06,0.87,3353.26,1300.06
23459,Noemi Sant' Anna Albernaz,326.259.158-03,55,163684.0,2024-06-03,51-55,36,0.05,2024-06-03,0.87,5361.91,3856.02
133672,Gloria Silva Albernaz,644.141.247-00,88,140273.0,2024-06-05,86-90,48,1.27,2024-06-05,0.87,4704.41,1702.57
531,Gabriel Souza Rodrigues,019.995.413-59,82,52384.0,2024-06-03,81-85,48,0.838,2024-06-03,0.87,1607.94,713.22
80081,Leticia Ferreira Sande,444.177.208-43,34,78383.0,2024-06-04,31-35,96,0.0095,2024-06-04,0.87,1212.5,523.12
145245,Pedro Cristina Matos,662.741.829-00,19,41108.0,2024-06-05,15-20,48,0.0065,2024-06-05,0.87,1052.86,692.55
88744,Alexandre Sant' Anna Prenda,453.961.606-40,40,169337.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,2861.71,1369.51
134873,Igor Pereira Sande,292.625.181-53,87,296094.0,2024-06-05,86-90,108,1.27,2024-06-05,0.87,7052.91,716.5
4780,Maria Oliveira Santos,339.655.835-90,95,32981.0,2024-06-03,91+,108,2.79,2024-06-03,0.87,1232.5,25.4
31889,Ana Matos Pereira,919.247.741-00,31,205591.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,4424.45,2616.28
197052,Gloria Matos Santos,636.387.343-66,78,221022.0,2024-06-06,76-80,48,0.51,2024-06-06,0.87,6327.4,3277.3
196135,José Sant' Anna Sande,170.803.762-46,19,218174.0,2024-06-06,15-20,108,0.0065,2024-06-06,0.87,3133.13,1220.83
69940,Gloria Oliveira Souza,676.373.155-84,27,108981.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,2049.28,1091.23
143787,Augusto Oliveira Oliveira,127.949.333-02,59,118368.0,2024-06-05,56-60,72,0.071,2024-06-05,0.87,2270.77,1156.93
115999,Marcelo Silva Sant' Anna,209.711.894-12,21,231835.0,2024-06-05,21-25,120,0.0073,2024-06-05,0.87,3131.85,1097.96
26291,Noemi Santos Santos,239.892.769-56,45,282909.0,2024-06-03,41-45,60,0.0195,2024-06-03,0.87,6105.23,3588.75
198470,Alexandre Pereira Albernaz,562.340.447-27,77,101395.0,2024-06-06,76-80,48,0.51,2024-06-06,0.87,2902.73,1503.48
146108,Noemi Cristina Cunha,183.679.909-86,20,39651.0,2024-06-05,15-20,36,0.0065,2024-06-05,0.87,1289.09,941.55
24333,Telma Oliveira Oliveira,752.075.052-38,45,108927.0,2024-06-03,41-45,120,0.0195,2024-06-03,0.87,1480.44,511.53
90937,Alexandre Albernaz Albernaz,363.601.649-06,40,72578.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,982.36,342.8
62177,Gabriel Albernaz Cristina,283.353.550-37,62,67738.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,962.94,298.43
13176,Noemi Pereira Silva,729.574.985-37,63,131057.0,2024-06-03,61-65,36,0.111,2024-06-03,0.87,4338.71,3053.04
19675,Leticia Sant' Anna Costa,751.554.727-84,30,178782.0,2024-06-03,26-30,72,0.0091,2024-06-03,0.87,3361.81,1790.14
26876,Priscila Pereira Oliveira,544.306.313-87,47,61691.0,2024-06-03,46-50,120,0.033,2024-06-03,0.87,844.08,287.01
186368,Pedro Ferreira Silva,640.528.525-16,67,55904.0,2024-06-06,66-70,96,0.18,2024-06-06,0.87,927.13,340.14
9002,Ana Matos Sande,438.227.214-92,71,174671.0,2024-06-03,71-75,108,0.33,2024-06-03,0.87,2894.07,798.02
185430,Samuel Prenda Albernaz,009.775.150-28,90,40211.0,2024-06-06,86-90,84,1.27,2024-06-06,0.87,1035.35,174.83
167660,Marcelo Costa Cristina,495.098.428-42,30,184994.0,2024-06-06,26-30,120,0.0091,2024-06-06,0.87,2501.32,875.04
142437,Telma Pereira Silva,469.128.066-94,57,169604.0,2024-06-05,56-60,60,0.071,2024-06-05,0.87,3712.35,2116.38
112662,Leticia Costa Pereira,945.873.749-46,63,126361.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,2796.29,1556.69
50806,Leticia Silva Prenda,512.447.539-04,84,47011.0,2024-06-04,81-85,60,0.838,2024-06-04,0.87,1258.51,455.56
24823,Daniel Matos Ferreira,559.216.800-44,44,141471.0,2024-06-03,41-45,36,0.0195,2024-06-03,0.87,4609.77,3351.39
179874,Telma Sant' Anna Cristina,957.454.911-91,34,221116.0,2024-06-06,31-35,72,0.0095,2024-06-06,0.87,4158.4,2213.68
148027,Augusto Pereira Silva,875.211.412-02,78,144639.0,2024-06-05,76-80,84,0.51,2024-06-05,0.87,2919.15,923.13
5239,Marcelo Costa Souza,921.139.053-29,95,159337.0,2024-06-03,91+,48,2.79,2024-06-03,0.87,7095.42,1263.69
41526,Irani Prenda Sande,067.541.212-97,38,149381.0,2024-06-03,36-40,96,0.0112,2024-06-03,0.87,2312.39,996.04
141402,Ana Ferreira Matos,084.480.339-14,40,277165.0,2024-06-05,36-40,84,0.0112,2024-06-05,0.87,4683.94,2241.56
29101,Ana Rodrigues Oliveira,340.189.319-05,46,80504.0,2024-06-03,46-50,36,0.033,2024-06-03,0.87,2629.35,1902.4
179414,Augusto Albernaz Rodrigues,541.631.329-37,48,171382.0,2024-06-06,46-50,120,0.033,2024-06-06,0.87,2344.91,797.33
28229,Telma Cunha Pereira,369.593.756-49,48,207629.0,2024-06-03,46-50,108,0.033,2024-06-03,0.87,3017.96,1143.07
115974,Gabriel Cristina Rodrigues,739.695.426-69,23,86270.0,2024-06-05,21-25,48,0.0073,2024-06-05,0.87,2209.95,1453.1
57303,Priscila Matos Souza,310.897.591-93,94,77541.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,2876.51,38.51
193117,Pedro Prenda Sande,879.144.952-98,59,176549.0,2024-06-06,56-60,48,0.071,2024-06-06,0.87,4588.08,2926.75
53036,Pedro Maia Santos,763.798.936-44,93,137299.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,6923.17,1898.03
164652,Charles Cristina Sande,161.883.194-12,21,237620.0,2024-06-06,21-25,108,0.0073,2024-06-06,0.87,3413.64,1329.0
163369,Gabriel Cunha Rodrigues,257.103.419-75,64,157453.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,2238.29,693.68
41185,José Pereira Sant' Anna,084.652.297-75,36,171225.0,2024-06-03,36-40,108,0.0112,2024-06-03,0.87,2464.2,955.37
178641,Samuel Costa Costa,492.969.408-69,50,82680.0,2024-06-06,46-50,120,0.033,2024-06-06,0.87,1131.26,384.66
181089,Leticia Souza Cristina,942.204.551-75,34,262730.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,5654.12,3343.41
30253,Carlos Pereira Sant' Anna,918.063.400-11,34,229716.0,2024-06-03,31-35,48,0.0095,2024-06-03,0.87,5887.5,3867.15
133012,Alexandre Albernaz Ferreira,393.532.137-62,87,257626.0,2024-06-05,86-90,84,1.27,2024-06-05,0.87,6633.36,1120.16
41091,Augusto Costa Maia,519.951.777-50,37,252071.0,2024-06-03,36-40,108,0.0112,2024-06-03,0.87,3627.71,1406.46
56186,Maria Sande Prenda,005.427.086-39,98,77072.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,3886.28,1065.44
11920,Charles Sande Albernaz,302.266.661-66,65,238328.0,2024-06-03,61-65,72,0.111,2024-06-03,0.87,4631.15,2293.15
142101,Ana Santos Silva,583.896.410-38,59,270355.0,2024-06-05,56-60,108,0.071,2024-06-05,0.87,3997.94,1453.9
71346,Gabriel Ferreira Souza,749.080.214-81,53,242053.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,3545.59,1318.7
97090,Maria Cristina Costa,741.295.499-79,77,89080.0,2024-06-04,76-80,60,0.51,2024-06-04,0.87,2192.85,963.55
168203,João Ferreira Matos,864.808.584-50,30,288381.0,2024-06-06,26-30,96,0.0091,2024-06-06,0.87,4460.19,1925.03
58821,Gabriel Silva Oliveira,292.492.090-61,73,132451.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,2511.49,922.08
171487,Pedro Prenda Costa,291.330.745-00,51,35091.0,2024-06-06,51-55,120,0.05,2024-06-06,0.87,484.17,161.33
173585,Gabriel Santos Rodrigues,408.018.449-24,45,144332.0,2024-06-06,41-45,36,0.0195,2024-06-06,0.87,4702.99,3419.16
20518,Marcelo Souza Matos,489.897.343-47,29,169413.0,2024-06-03,26-30,48,0.0091,2024-06-03,0.87,4341.57,2852.26
65955,Maria Cristina Cristina,305.918.205-10,23,293388.0,2024-06-04,21-25,120,0.0073,2024-06-04,0.87,3963.37,1389.48
117444,Maria Oliveira Cristina,603.213.866-63,28,109179.0,2024-06-05,26-30,108,0.0091,2024-06-05,0.87,1569.75,609.96
36684,Rosimeri Rodrigues Prenda,484.638.926-04,69,296947.0,2024-06-03,66-70,72,0.18,2024-06-03,0.87,5898.44,2780.5
81893,Samuel Sant' Anna Ferreira,505.584.012-95,33,174108.0,2024-06-04,31-35,48,0.0095,2024-06-04,0.87,4462.3,2931.02
169275,Charles Rodrigues Maia,139.470.112-88,30,265896.0,2024-06-06,26-30,60,0.0091,2024-06-06,0.87,5721.62,3384.13
154358,Ana Silva Silva,956.369.738-37,91,88230.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,4448.91,1219.69
181024,Telma Albernaz Albernaz,750.335.106-30,35,207813.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,4472.27,2644.55
111834,Noemi Cunha Santos,275.531.488-57,65,92086.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,1614.36,711.0
104464,Samuel Sande Pereira,795.246.894-48,94,219457.0,2024-06-05,91+,96,2.79,2024-06-05,0.87,8295.25,263.12
25630,Ana Cunha Costa,393.019.132-67,45,191129.0,2024-06-03,41-45,84,0.0195,2024-06-03,0.87,3239.93,1539.84
112179,Igor Santos Matos,630.657.989-30,61,178053.0,2024-06-05,61-65,120,0.111,2024-06-05,0.87,2531.13,784.43
187939,Telma Oliveira Silva,964.670.538-34,68,113471.0,2024-06-06,66-70,60,0.18,2024-06-06,0.87,2558.64,1367.19
39665,Igor Souza Sande,170.309.892-79,38,281008.0,2024-06-03,36-40,96,0.0112,2024-06-03,0.87,4349.95,1873.71
30589,Carlos Silva Silva,891.892.096-21,31,230650.0,2024-06-03,31-35,72,0.0095,2024-06-03,0.87,4337.7,2309.13
10350,Maria Oliveira Prenda,504.125.718-38,72,41816.0,2024-06-03,71-75,48,0.33,2024-06-03,0.87,1151.09,649.3
173311,Charles Rodrigues Rodrigues,891.211.051-97,55,137553.0,2024-06-06,51-55,60,0.05,2024-06-06,0.87,2993.48,1727.99
127947,Augusto Sande Sande,111.191.618-78,46,254558.0,2024-06-05,46-50,120,0.033,2024-06-05,0.87,3482.95,1184.29
198971,João Ferreira Souza,649.437.589-83,76,289986.0,2024-06-06,76-80,84,0.51,2024-06-06,0.87,5852.59,1850.78
63214,Gloria Oliveira Souza,988.288.069-07,62,151935.0,2024-06-04,61-65,36,0.111,2024-06-04,0.87,5029.89,3539.41
42218,Maria Cristina Sant' Anna,296.208.355-22,57,46467.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,737.26,300.01
151339,Fatima Rodrigues Rodrigues,373.612.537-25,84,170160.0,2024-06-06,81-85,72,0.838,2024-06-06,0.87,4124.88,1218.55
167618,Noemi Ferreira Oliveira,919.557.304-66,28,55324.0,2024-06-06,26-30,72,0.0091,2024-06-06,0.87,1040.31,553.96
94105,José Cunha Matos,667.990.201-04,57,42979.0,2024-06-04,56-60,120,0.071,2024-06-04,0.87,599.16,194.73
111283,Alexandre Cunha Souza,892.856.921-41,65,261801.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,4589.64,2021.37
67227,Alexandre Santos Santos,711.002.667-12,25,35243.0,2024-06-04,21-25,36,0.0073,2024-06-04,0.87,1145.94,836.75
61823,Igor Costa Maia,642.654.146-05,64,44818.0,2024-06-04,61-65,108,0.111,2024-06-04,0.87,674.78,235.12
31743,José Sande Pereira,647.426.499-31,35,44394.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,955.39,564.94
159971,Marcelo Albernaz Souza,674.803.171-07,72,160936.0,2024-06-06,71-75,108,0.33,2024-06-06,0.87,2666.5,735.27
182170,Daniel Cunha Maia,678.282.682-89,34,240160.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,5168.4,3056.19
165556,Telma Pereira Santos,487.329.922-54,24,101086.0,2024-06-06,21-25,120,0.0073,2024-06-06,0.87,1365.57,478.74
59413,Carlos Oliveira Albernaz,174.482.073-26,71,163063.0,2024-06-04,71-75,36,0.33,2024-06-04,0.87,5604.84,3648.08
113704,Ana Cristina Santos,896.752.625-32,62,296214.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,6555.04,3649.18
186386,Ana Sande Costa,063.950.375-60,69,229957.0,2024-06-06,66-70,96,0.18,2024-06-06,0.87,3813.68,1399.13
60655,Maria Pereira Oliveira,028.354.522-49,72,146172.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,4023.76,2269.7
184664,Irani Costa Cristina,473.185.156-40,90,175450.0,2024-06-06,86-90,96,1.27,2024-06-06,0.87,4320.52,565.89
161842,Igor Sant' Anna Silva,936.721.336-04,62,167332.0,2024-06-06,61-65,96,0.111,2024-06-06,0.87,2698.7,1057.17
138321,Irani Pereira Oliveira,305.830.890-62,67,71107.0,2024-06-05,66-70,108,0.18,2024-06-05,0.87,1103.9,357.28
184467,Maria Cristina Cristina,460.996.391-44,87,195672.0,2024-06-06,86-90,60,1.27,2024-06-06,0.87,5821.5,1634.12
169433,José Prenda Santos,989.276.064-69,29,229132.0,2024-06-06,26-30,48,0.0091,2024-06-06,0.87,5872.0,3857.7
40989,Augusto Matos Sande,555.744.573-00,39,84433.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,1588.76,844.74
26527,José Cunha Cristina,652.855.381-57,43,213022.0,2024-06-03,41-45,48,0.0195,2024-06-03,0.87,5472.0,3577.17
10833,Charles Albernaz Oliveira,538.944.029-38,74,114559.0,2024-06-03,71-75,60,0.33,2024-06-03,0.87,2689.4,1314.69
174791,Augusto Albernaz Silva,427.358.619-37,42,273228.0,2024-06-06,41-45,120,0.0195,2024-06-06,0.87,3713.47,1283.11
21990,Irani Albernaz Santos,932.470.573-31,51,246929.0,2024-06-03,51-55,72,0.05,2024-06-03,0.87,4705.13,2433.38
96484,Samuel Costa Matos,370.634.389-48,78,34419.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,614.94,139.96
23077,Leticia Cunha Ferreira,388.259.240-03,52,122631.0,2024-06-03,51-55,96,0.05,2024-06-03,0.87,1928.99,800.78
144595,Ana Prenda Sant' Anna,287.367.632-92,59,124584.0,2024-06-05,56-60,72,0.071,2024-06-05,0.87,2390.02,1217.68
60529,Daniel Maia Oliveira,938.591.373-52,74,50506.0,2024-06-04,71-75,72,0.33,2024-06-04,0.87,1051.56,445.49
117849,Maria Maia Albernaz,714.200.835-03,27,20640.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,528.94,347.49
41012,Fatima Ferreira Costa,483.515.037-62,39,222882.0,2024-06-03,36-40,36,0.0112,2024-06-03,0.87,7252.03,5287.99
173290,Alexandre Oliveira Sande,931.899.647-00,55,212158.0,2024-06-06,51-55,48,0.05,2024-06-06,0.87,5487.46,3535.61
34604,Maria Cunha Santos,797.245.888-07,86,194856.0,2024-06-03,86-90,84,1.27,2024-06-03,0.87,5017.16,847.24
36274,Rosimeri Oliveira Cunha,130.262.175-06,67,192287.0,2024-06-03,66-70,96,0.18,2024-06-03,0.87,3188.95,1169.94
35610,Priscila Cristina Souza,158.667.999-60,90,280042.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,8331.62,2338.72
10735,Priscila Oliveira Rodrigues,312.998.646-43,72,287075.0,2024-06-03,71-75,48,0.33,2024-06-03,0.87,7902.47,4457.57
82035,Ana Pereira Prenda,577.930.902-76,32,244110.0,2024-06-04,31-35,48,0.0095,2024-06-04,0.87,6256.41,4109.46
64878,Gloria Cristina Santos,406.666.238-21,22,149215.0,2024-06-04,21-25,84,0.0073,2024-06-04,0.87,2518.01,1208.95
99120,Augusto Prenda Sande,687.155.436-09,76,289562.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,5173.36,1177.4
86869,Leticia Sande Matos,175.893.746-79,68,91199.0,2024-06-04,66-70,72,0.18,2024-06-04,0.87,1811.54,853.95
145486,Ana Cristina Albernaz,362.379.046-03,19,60287.0,2024-06-05,15-20,60,0.0065,2024-06-05,0.87,1296.34,767.92
