NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO,PRIMEIRA_PARCELA_EMPRESTIMO_AUD_CONT,DIFERENÇA_PRIM_PARC
Marcelo Maia Cunha,145.815.796-27,25,55949.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,1203.4858878950376,712.49,1203.33,0.15588789503772205
Maria Cristina Cunha,656.607.433-31,25,28046.0,2024-06-04,21-25,72,0.0073,2024-06-04,0.87,528.4887068999651,281.02,527.07,1.4187068999650592
Marcelo Costa Prenda,814.837.191-11,25,227091.0,2024-06-04,21-25,84,0.0073,2024-06-04,0.87,3832.652062078432,1839.9,3832.17,0.48206207843213633
Ana Prenda Silva,943.733.979-10,24,269493.0,2024-06-04,21-25,72,0.0073,2024-06-04,0.87,5065.862403437333,2700.32,5064.58,1.2824034373334143
Pedro Souza Sande,317.841.255-71,24,130008.0,2024-06-04,21-25,108,0.0073,2024-06-04,0.87,1866.1968070594155,727.13,1867.69,-1.4931929405845494
Marcelo Matos Cristina,206.736.160-02,23,270561.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,5817.90366442715,3445.48,5819.11,-1.206335572849639
Charles Costa Oliveira,302.894.378-65,23,201171.0,2024-06-04,21-25,120,0.0073,2024-06-04,0.87,2718.7341223258773,952.74,2717.61,1.1241223258771242
João Souza Cristina,777.203.268-49,22,163735.0,2024-06-04,21-25,96,0.0073,2024-06-04,0.87,2530.690546011284,1094.04,2530.49,0.20054601128413196
Ana Sande Albernaz,526.433.970-88,21,42538.0,2024-06-04,21-25,96,0.0073,2024-06-04,0.87,657.3038876524005,284.22,657.41,-0.10611234759949184
Noemi Cunha Prenda,760.058.856-00,24,87076.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,1871.4943492939371,1108.87,1872.79,-1.2956507060628155
Daniel Oliveira Oliveira,488.957.845-53,25,101028.0,2024-06-04,21-25,120,0.0073,2024-06-04,0.87,1365.6217732174869,478.46,1364.78,0.8417732174868888
Carlos Albernaz Albernaz,095.472.039-32,23,52513.0,2024-06-04,21-25,72,0.0073,2024-06-04,0.87,985.765285427302,526.18,986.88,-1.1147145726979488
Noemi Matos Maia,299.135.199-34,27,59349.0,2024-06-04,26-30,36,0.0091,2024-06-04,0.87,1931.0970673110528,1408.62,1930.36,0.7370673110528969
Charles Ferreira Sande,662.460.636-32,26,157798.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,2968.0708732931325,1580.03,2967.23,0.8408732931325176
Leticia Cristina Oliveira,394.385.873-14,30,83852.0,2024-06-04,26-30,48,0.0091,2024-06-04,0.87,2147.60522823589,1411.75,2148.89,-1.2847717641097915
Leticia Pereira Costa,239.192.659-63,26,93144.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,1751.8859816524257,932.65,1751.48,0.4059816524256803
Charles Prenda Cristina,590.050.521-98,27,58086.0,2024-06-04,26-30,120,0.0091,2024-06-04,0.87,786.1729600649645,274.75,785.38,0.7929600649645181
Marcelo Pereira Matos,759.929.598-40,29,229538.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,4315.695536670359,2298.36,4316.23,-0.5344633296408574
Gloria Prenda Prenda,450.000.639-70,27,175441.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,3298.9508593961973,1756.69,3298.99,-0.039140603802479745
Ana Matos Matos,490.917.536-92,29,253916.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,4775.26873147572,2542.45,4774.63,0.6387314757203058
José Rodrigues Sant' Anna,314.493.640-55,26,295595.0,2024-06-04,26-30,36,0.0091,2024-06-04,0.87,9614.006859472329,7015.84,9614.42,-0.413140527671203
Gloria Albernaz Oliveira,316.485.365-30,29,140162.0,2024-06-04,26-30,84,0.0091,2024-06-04,0.87,2368.216441138893,1134.66,2366.82,1.3964411388928966
Samuel Costa Maia,688.199.025-16,26,83406.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,1569.6401707515174,835.15,1568.37,1.2701707515175258
Charles Matos Ferreira,139.062.741-10,29,274522.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,3947.4352276859504,1533.7,3947.02,0.4152276859504127
Telma Sant' Anna Albernaz,032.536.749-32,26,154872.0,2024-06-04,26-30,108,0.0091,2024-06-04,0.87,2225.4384795475457,865.24,2226.72,-1.2815204524540604
Daniel Costa Prenda,855.178.934-14,27,124300.0,2024-06-04,26-30,60,0.0091,2024-06-04,0.87,2674.965915415519,1582.0,2674.72,0.24591541551899354
Alexandre Ferreira Maia,539.055.013-76,29,24282.0,2024-06-04,26-30,72,0.0091,2024-06-04,0.87,455.5769402134368,243.14,456.6,-1.0230597865632376
Carlos Sant' Anna Santos,509.021.586-35,26,201452.0,2024-06-04,26-30,120,0.0091,2024-06-04,0.87,2722.614851556061,952.89,2723.85,-1.2351484439391243
Gabriel Prenda Sant' Anna,099.262.945-45,51,113492.0,2024-06-04,51-55,84,0.05,2024-06-04,0.87,1944.1908144211327,901.52,1945.65,-1.459185578867391
Augusto Prenda Pereira,480.687.025-04,51,284190.0,2024-06-04,51-55,60,0.05,2024-06-04,0.87,6183.431424992801,3570.1,6184.65,-1.218575007198524
Ana Cunha Rodrigues,404.083.718-54,51,54126.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,793.0514543105098,294.88,792.84,0.21145431050979369
Marcelo Sande Cristina,442.258.836-20,51,210261.0,2024-06-04,51-55,48,0.05,2024-06-04,0.87,5438.172232779317,3503.99,5438.39,-0.21776722068352683
Pedro Pereira Pereira,827.522.666-00,55,193638.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,2837.4342164270865,1054.94,2836.41,1.0242164270866851
Leticia Rodrigues Maia,419.342.055-83,54,70234.0,2024-06-04,51-55,48,0.05,2024-06-04,0.87,1816.485198305154,1170.45,1816.6,-0.11480169484593716
João Cristina Cunha,503.406.162-70,52,173224.0,2024-06-04,51-55,72,0.05,2024-06-04,0.87,3301.378695204704,1707.05,3300.71,0.6686952047039085
Fatima Oliveira Costa,320.162.822-07,53,280423.0,2024-06-04,51-55,84,0.05,2024-06-04,0.87,4806.262666686796,2227.53,4807.42,-1.1573333132037078
Rosimeri Matos Costa,769.074.889-90,52,180932.0,2024-06-04,51-55,48,0.05,2024-06-04,0.87,4680.442109329933,3015.23,4679.8,0.6421093299331915
Noemi Sant' Anna Prenda,395.138.785-89,54,101351.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,1484.089125319846,552.16,1484.59,-0.5008746801538564
Marcelo Santos Albernaz,044.616.696-02,54,20311.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,296.96945652287,110.66,297.52,-0.5505434771299633
Augusto Costa Maia,584.632.779-69,51,43500.0,2024-06-04,51-55,60,0.05,2024-06-04,0.87,947.32327926866,546.46,946.66,0.6632792686600624
Augusto Ferreira Santos,206.305.713-33,53,91658.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,1341.9374946627102,499.35,1342.6,-0.6625053372897582
Gabriel Costa Albernaz,032.667.673-22,51,158798.0,2024-06-04,51-55,48,0.05,2024-06-04,0.87,4107.66294702749,2646.36,4107.3,0.3629470274900086
Daniel Cunha Ferreira,138.024.274-67,54,151365.0,2024-06-04,51-55,36,0.05,2024-06-04,0.87,4957.748071904653,3565.8,4958.36,-0.6119280953462294
Rosimeri Matos Sant' Anna,641.779.869-09,53,290480.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,4254.590675808959,1582.53,4254.95,-0.3593241910411962
Telma Maia Sant' Anna,501.012.296-07,55,84654.0,2024-06-04,51-55,84,0.05,2024-06-04,0.87,1451.7274296125877,672.44,1451.26,0.46742961258769355
Marcelo Santos Sande,919.280.089-09,55,184738.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,2706.112510018699,1006.45,2706.04,0.07251001869917673
Charles Matos Souza,149.575.516-93,41,170346.0,2024-06-04,41-45,84,0.0195,2024-06-04,0.87,2887.2638814488787,1372.39,2887.62,-0.35611855112119883
Priscila Rodrigues Costa,720.896.192-10,44,254062.0,2024-06-04,41-45,48,0.0195,2024-06-04,0.87,6524.844060240731,4266.34,6526.22,-1.3759397592693858
Carlos Prenda Ferreira,530.543.608-73,43,158643.0,2024-06-04,41-45,108,0.0195,2024-06-04,0.87,2291.1081170436023,880.67,2291.8,-0.6918829563978761
Pedro Sande Costa,574.711.643-60,45,31170.0,2024-06-04,41-45,72,0.0195,2024-06-04,0.87,588.6814169867963,310.84,588.1,0.5814169867962846
Daniel Sant' Anna Prenda,420.411.020-71,41,104822.0,2024-06-04,41-45,84,0.0195,2024-06-04,0.87,1775.888989185107,844.5,1776.89,-1.0010108148931067
Leticia Sant' Anna Costa,632.452.088-98,42,100891.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,2178.083882504028,1279.82,2177.25,0.8338825040282245
Gabriel Matos Cristina,671.429.854-45,41,50037.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,1079.6490700691331,634.73,1079.81,-0.16092993086681417
Rosimeri Santos Souza,110.989.207-16,42,263085.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,5676.212788654772,3337.29,5677.43,-1.2172113452279518
Samuel Pereira Albernaz,792.939.489-15,43,274304.0,2024-06-04,41-45,36,0.0195,2024-06-04,0.87,8937.506201634786,6498.14,8938.07,-0.5637983652140974
Charles Rodrigues Cristina,816.658.146-91,44,110749.0,2024-06-04,41-45,120,0.0195,2024-06-04,0.87,1506.3007095915796,520.09,1505.2,1.1007095915795162
Ana Rodrigues Prenda,050.090.664-59,50,126062.0,2024-06-04,46-50,120,0.033,2024-06-04,0.87,1724.1909175101307,586.48,1724.82,-0.6290824898692335
João Sant' Anna Cunha,822.459.908-62,49,113022.0,2024-06-04,46-50,72,0.033,2024-06-04,0.87,2140.878462061213,1121.2,2141.79,-0.9115379387867506
Leticia Santos Prenda,032.944.678-93,49,133996.0,2024-06-04,46-50,108,0.033,2024-06-04,0.87,1946.85662718762,737.7,1947.68,-0.8233728123800574
Pedro Maia Souza,794.021.950-25,50,213584.0,2024-06-04,46-50,120,0.033,2024-06-04,0.87,2922.878735947404,993.67,2922.33,0.5487359474041114
Priscila Pereira Costa,660.719.019-79,49,147932.0,2024-06-04,46-50,48,0.033,2024-06-04,0.87,3810.1319401567457,2475.78,3811.61,-1.4780598432544139
Daniel Prenda Silva,599.636.140-00,46,237161.0,2024-06-04,46-50,108,0.033,2024-06-04,0.87,3446.9296310032705,1305.66,3447.22,-0.29036899672928485
Priscila Prenda Santos,768.431.944-27,49,39425.0,2024-06-04,46-50,120,0.033,2024-06-04,0.87,539.087798428578,183.42,539.43,-0.3422015714219242
Marcelo Oliveira Cunha,164.261.400-90,48,96092.0,2024-06-04,46-50,60,0.033,2024-06-04,0.87,2081.3830663517283,1213.71,2081.42,-0.036933648271769925
Telma Albernaz Silva,583.977.699-86,49,233776.0,2024-06-04,46-50,36,0.033,2024-06-04,0.87,7635.859284759492,5524.38,7635.38,0.47928475949174754
Irani Costa Santos,134.841.551-75,47,232502.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,3632.140451228433,1532.22,3631.71,0.4304512284329576
Augusto Ferreira Santos,090.146.257-82,50,160958.0,2024-06-04,46-50,72,0.033,2024-06-04,0.87,3050.245863070506,1596.73,3050.18,0.0658630705061114
Noemi Cunha Santos,523.307.370-68,46,106740.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,1668.096662281343,703.43,1667.29,0.8066622813430513
Telma Sande Pereira,695.382.074-83,48,28231.0,2024-06-04,46-50,84,0.033,2024-06-04,0.87,480.8974939165296,226.02,480.95,-0.052506083470404974
Carlos Cristina Maia,435.596.110-91,47,25620.0,2024-06-04,46-50,84,0.033,2024-06-04,0.87,435.1657284025939,205.12,436.47,-1.3042715974061139
Telma Santos Silva,171.567.994-60,48,65873.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,1030.3828177259788,434.11,1028.94,1.4428177259787844
Gabriel Albernaz Oliveira,906.070.253-01,50,216919.0,2024-06-04,46-50,72,0.033,2024-06-04,0.87,4110.970822413982,2151.88,4110.66,0.31082241398235055
Gloria Sant' Anna Cunha,179.347.846-51,33,240319.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,4520.781906840895,2405.93,4519.54,1.2419068408953535
Alexandre Silva Santos,208.221.459-10,33,291235.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,5477.746478639414,2915.68,5477.09,0.6564786394137627
Samuel Oliveira Sant' Anna,717.007.275-08,35,136945.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,2576.744390537605,1371.02,2575.45,1.294390537605068
Marcelo Sande Cunha,564.549.299-49,34,59635.0,2024-06-04,31-35,48,0.0095,2024-06-04,0.87,1529.0544177978145,1003.92,1528.41,0.6444177978144126
Samuel Cunha Costa,248.202.124-35,33,256864.0,2024-06-04,31-35,84,0.0095,2024-06-04,0.87,4339.588637162478,2079.01,4338.13,1.458637162478226
João Sande Ferreira,424.223.026-53,32,23790.0,2024-06-04,31-35,84,0.0095,2024-06-04,0.87,402.9113492137667,192.56,401.79,1.1213492137666776
Alexandre Maia Silva,624.824.909-10,31,226088.0,2024-06-04,31-35,84,0.0095,2024-06-04,0.87,3817.395681864685,1829.92,3818.36,-0.9643181353153523
Irani Prenda Costa,656.344.068-11,34,270489.0,2024-06-04,31-35,36,0.0095,2024-06-04,0.87,8797.88581858586,6419.49,8798.44,-0.5541814141397481
Augusto Maia Cunha,662.410.807-09,34,124361.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,2337.448687070396,1245.04,2338.79,-1.3413129296041006
Augusto Ferreira Silva,717.734.496-99,33,264865.0,2024-06-04,31-35,96,0.0095,2024-06-04,0.87,4098.211639669325,1767.68,4097.17,1.0416396693253773
João Ferreira Albernaz,691.799.967-95,35,128259.0,2024-06-04,31-35,84,0.0095,2024-06-04,0.87,2165.134330748558,1038.1,2166.14,-1.0056692514417591
Pedro Albernaz Sande,692.759.973-81,32,153949.0,2024-06-04,31-35,72,0.0095,2024-06-04,0.87,2893.847552875145,1541.25,2895.23,-1.3824471248549344
Marcelo Rodrigues Souza,841.880.684-26,33,162365.0,2024-06-04,31-35,36,0.0095,2024-06-04,0.87,5282.294073456055,3853.39,5281.39,0.9040734560549026
Telma Cristina Rodrigues,646.865.503-00,34,113374.0,2024-06-04,31-35,96,0.0095,2024-06-04,0.87,1754.3676906553708,756.65,1753.77,0.5976906553707977
Telma Rodrigues Souza,474.862.445-00,33,272428.0,2024-06-04,31-35,48,0.0095,2024-06-04,0.87,6983.032724985675,4586.18,6982.18,0.8527249856742856
Priscila Souza Silva,099.690.204-04,33,66527.0,2024-06-04,31-35,120,0.0095,2024-06-04,0.87,899.049793448095,314.59,899.69,-0.6402065519050666
Gloria Sant' Anna Cristina,457.140.752-18,90,70019.0,2024-06-04,86-90,72,1.27,2024-06-04,0.87,1915.201517055847,417.03,1915.44,-0.23848294415302007
Samuel Maia Oliveira,774.986.995-67,86,96520.0,2024-06-04,86-90,60,1.27,2024-06-04,0.87,2871.6724725190647,806.07,2871.6,0.07247251906483143
Noemi Prenda Prenda,291.155.706-90,88,24607.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,606.6744248178376,79.37,605.96,0.7144248178375392
Noemi Pereira Sande,951.708.446-38,88,57165.0,2024-06-04,86-90,84,1.27,2024-06-04,0.87,1470.4128467092414,248.56,1471.89,-1.4771532907586788
Pedro Santos Silva,835.298.767-47,87,74217.0,2024-06-04,86-90,108,1.27,2024-06-04,0.87,1768.4901375320164,179.6,1767.84,0.6501375320165153
Igor Sande Cristina,048.779.208-46,86,295992.0,2024-06-04,86-90,72,1.27,2024-06-04,0.87,8098.220467222168,1762.91,8097.14,1.0804672221674991
Samuel Maia Pereira,019.901.787-58,86,273183.0,2024-06-04,86-90,72,1.27,2024-06-04,0.87,7473.873093400476,1627.06,7473.18,0.6930934004758456
Charles Rodrigues Silva,053.459.623-16,90,223401.0,2024-06-04,86-90,36,1.27,2024-06-04,0.87,8962.59823841982,4182.15,8962.93,-0.33176158018068236
Leticia Sande Ferreira,203.757.858-09,88,39016.0,2024-06-04,86-90,120,1.27,2024-06-04,0.87,907.8154143404518,71.42,906.36,1.455414340451739
Alexandre Rodrigues Sande,862.111.882-34,87,241039.0,2024-06-04,86-90,120,1.27,2024-06-04,0.87,5598.542735860337,441.21,5599.44,-0.8972641396621839
Pedro Sande Cristina,881.148.437-56,87,52333.0,2024-06-04,86-90,120,1.27,2024-06-04,0.87,1215.141017763034,95.79,1215.72,-0.5789822369661124
Leticia Prenda Silva,058.425.851-89,90,43475.0,2024-06-04,86-90,108,1.27,2024-06-04,0.87,1036.6562925413266,105.2,1035.57,1.0862925413266566
Leticia Ferreira Silva,520.268.420-78,88,162849.0,2024-06-04,86-90,84,1.27,2024-06-04,0.87,4193.867433770933,708.07,4193.04,0.8274337709326574
Noemi Silva Costa,213.911.182-60,90,120830.0,2024-06-04,86-90,60,1.27,2024-06-04,0.87,3594.4138018471785,1009.09,3594.85,-0.4361981528213619
Fatima Cristina Santos,811.187.086-87,88,242573.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,8134.3488545462205,2944.24,8135.3,-0.9511454537796453
Priscila Matos Santos,119.947.441-03,89,179376.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,6015.26368700839,2177.18,6015.83,-0.5663129916101752
Priscila Ferreira Sant' Anna,274.223.402-07,87,181858.0,2024-06-04,86-90,120,1.27,2024-06-04,0.87,4224.458485522331,332.88,4224.64,-0.18151447766922502
Priscila Costa Ferreira,610.798.563-82,88,120173.0,2024-06-04,86-90,72,1.27,2024-06-04,0.87,3286.472538463453,715.75,3287.45,-0.977461536546798
Leticia Santos Souza,713.010.424-47,70,34669.0,2024-06-04,66-70,96,0.18,2024-06-04,0.87,574.0025242863093,210.94,574.96,-0.9574757136907692
Priscila Ferreira Silva,940.820.542-19,70,104841.0,2024-06-04,66-70,120,0.18,2024-06-04,0.87,1542.0253253839194,439.92,1540.75,1.2753253839193803
Daniel Rodrigues Costa,350.423.950-67,70,252944.0,2024-06-04,66-70,120,0.18,2024-06-04,0.87,3717.752425402805,1061.37,3717.28,0.4724254028046744
Ana Costa Maia,017.973.085-13,68,269356.0,2024-06-04,66-70,48,0.18,2024-06-04,0.87,7172.724768952673,4344.55,7172.79,-0.06523104732696083
Alexandre Ferreira Matos,035.523.584-63,67,39180.0,2024-06-04,66-70,120,0.18,2024-06-04,0.87,576.3062020536003,164.4,575.79,0.5162020536002956
Gloria Silva Prenda,715.388.083-66,69,86081.0,2024-06-04,66-70,108,0.18,2024-06-04,0.87,1337.729551179493,432.52,1336.37,1.3595511794931099
Ana Prenda Maia,871.316.750-24,69,287516.0,2024-06-04,66-70,48,0.18,2024-06-04,0.87,7657.3989391073665,4637.46,7656.38,1.01893910736635
Telma Souza Silva,815.664.903-67,66,108426.0,2024-06-04,66-70,96,0.18,2024-06-04,0.87,1799.171636236296,659.7,1798.17,1.001636236296008
Samuel Cunha Prenda,131.223.910-74,67,125906.0,2024-06-04,66-70,84,0.18,2024-06-04,0.87,2262.802363304764,941.18,2263.19,-0.3876366952358694
Marcelo Cunha Cunha,303.159.862-80,67,279422.0,2024-06-04,66-70,36,0.18,2024-06-04,0.87,9362.491895350517,6427.16,9361.09,1.4018953505164973
Igor Matos Ferreira,860.213.425-85,36,64715.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,876.5664816994571,305.66,875.93,0.6364816994571356
Fatima Ferreira Costa,025.602.117-18,38,134264.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,2269.208808624325,1085.86,2268.99,0.2188086243249927
Priscila Cristina Albernaz,774.049.731-20,36,179542.0,2024-06-04,36-40,96,0.0112,2024-06-04,0.87,2780.068443446109,1197.15,2779.27,0.7984434461091041
Gloria Oliveira Rodrigues,432.908.580-14,37,32637.0,2024-06-04,36-40,96,0.0112,2024-06-04,0.87,503.898846953312,217.61,505.21,-1.3111530466879913
Ana Costa Maia,366.466.809-06,39,50971.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,862.6430970344622,412.22,861.38,1.2630970344622483
Ana Pereira Pereira,675.346.701-79,37,212094.0,2024-06-04,36-40,108,0.0112,2024-06-04,0.87,3053.365996896668,1183.4,3052.37,0.9959968966682027
Priscila Costa Matos,340.814.847-32,37,253469.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,3431.78898200464,1197.18,3430.75,1.03898200463982
Augusto Prenda Sant' Anna,623.129.872-87,39,96578.0,2024-06-04,36-40,48,0.0112,2024-06-04,0.87,2477.147005430347,1625.14,2476.19,0.9570054303467259
Samuel Prenda Albernaz,880.731.050-39,37,28665.0,2024-06-04,36-40,108,0.0112,2024-06-04,0.87,412.7681939961725,159.94,412.54,0.22819399617247882
Marcelo Souza Rodrigues,960.339.871-36,39,205666.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,3475.412460417525,1663.32,3475.65,-0.23753958247516493
Priscila Sant' Anna Costa,285.208.694-83,38,99615.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,1684.8827211541743,805.63,1683.44,1.4427211541742508
Augusto Silva Sant' Anna,524.995.826-50,39,293259.0,2024-06-04,36-40,84,0.0112,2024-06-04,0.87,4955.740025839056,2371.72,4955.92,-0.179974160943857
Noemi Sant' Anna Maia,328.193.454-41,40,255222.0,2024-06-04,36-40,36,0.0112,2024-06-04,0.87,8304.230475834816,6055.28,8304.3,-0.06952416518288373
Maria Sande Cristina,534.258.935-56,59,59620.0,2024-06-04,56-60,72,0.071,2024-06-04,0.87,1144.3050383307425,582.73,1143.75,0.5550383307424909
Daniel Souza Santos,328.183.983-55,56,138771.0,2024-06-04,56-60,60,0.071,2024-06-04,0.87,3037.112921870678,1731.63,3037.47,-0.3570781293219625
Alexandre Cunha Matos,753.035.827-87,56,202048.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,5251.428910860827,3349.46,5250.73,0.6989108608277093
Carlos Silva Souza,910.954.904-86,57,65943.0,2024-06-04,56-60,36,0.071,2024-06-04,0.87,2166.8605210767946,1547.5,2168.02,-1.15947892320537
Ana Ferreira Souza,088.065.498-80,60,198068.0,2024-06-04,56-60,84,0.071,2024-06-04,0.87,3421.935278221125,1558.07,3421.89,0.04527822112504509
Noemi Santos Pereira,423.975.133-07,56,21233.0,2024-06-04,56-60,108,0.071,2024-06-04,0.87,315.2669630608877,114.19,313.99,1.276963060887681
Samuel Maia Prenda,985.031.451-62,58,259457.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,6743.903654075489,4301.16,6742.65,1.2536540754890666
Pedro Oliveira Costa,733.767.282-91,60,281888.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,7324.929544188238,4673.01,7325.58,-0.6504558117621855
Carlos Souza Maia,826.754.699-55,59,295614.0,2024-06-04,56-60,96,0.071,2024-06-04,0.87,4688.893286923849,1908.59,4690.32,-1.426713076150918
José Oliveira Costa,212.372.003-85,56,121918.0,2024-06-04,56-60,96,0.071,2024-06-04,0.87,1933.174272617212,787.14,1934.39,-1.2157273827881454
Telma Rodrigues Sande,263.018.292-47,58,197021.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,5119.523147961123,3266.12,5120.09,-0.5668520388771867
Augusto Cristina Sande,714.052.248-00,57,169111.0,2024-06-04,56-60,120,0.071,2024-06-04,0.87,2357.5175049291865,766.21,2357.54,-0.02249507081342017
Telma Prenda Costa,537.901.872-67,59,119482.0,2024-06-04,56-60,108,0.071,2024-06-04,0.87,1767.382587887346,642.54,1766.87,0.5125878873461716
Noemi Santos Cunha,508.311.441-06,60,85944.0,2024-06-04,56-60,120,0.071,2024-06-04,0.87,1199.2997287605194,389.4,1198.13,1.1697287605193196
Pedro Oliveira Sant' Anna,493.258.178-53,57,28983.0,2024-06-04,56-60,84,0.071,2024-06-04,0.87,499.66070891977154,227.99,500.72,-1.0592910802284905
Priscila Prenda Maia,750.791.505-05,57,168135.0,2024-06-04,56-60,84,0.071,2024-06-04,0.87,2905.771762133001,1322.61,2904.76,1.011762133000957
Samuel Pereira Maia,494.348.177-90,20,286245.0,2024-06-04,15-20,60,0.0065,2024-06-04,0.87,6153.904512302618,3646.13,6155.07,-1.16548769738165
Samuel Souza Souza,086.930.719-39,19,42515.0,2024-06-04,15-20,108,0.0065,2024-06-04,0.87,611.7124373967845,237.91,610.55,1.1624373967845258
Samuel Sant' Anna Souza,415.305.407-04,18,235520.0,2024-06-04,15-20,48,0.0065,2024-06-04,0.87,6031.155602875751,3967.83,6032.16,-1.0043971242484986
Priscila Oliveira Ferreira,686.494.937-00,18,98463.0,2024-06-04,15-20,120,0.0065,2024-06-04,0.87,1328.7730445510815,466.57,1329.6,-0.8269554489183975
Gabriel Santos Sant' Anna,340.517.527-55,20,245032.0,2024-06-04,15-20,72,0.0065,2024-06-04,0.87,4603.280327984981,2455.98,4603.69,-0.4096720150182591
João Prenda Cristina,794.022.651-71,18,147843.0,2024-06-04,15-20,84,0.0065,2024-06-04,0.87,2492.962176595909,1198.28,2494.12,-1.1578234040907773
Igor Matos Maia,169.196.174-47,19,134080.0,2024-06-04,15-20,96,0.0065,2024-06-04,0.87,2070.832554212124,896.28,2071.49,-0.6574457878759858
Noemi Cristina Ferreira,109.777.265-92,18,91188.0,2024-06-04,15-20,96,0.0065,2024-06-04,0.87,1407.7342051202147,609.56,1408.82,-1.085794879785226
Alexandre Silva Souza,251.352.240-09,77,63675.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,1089.8745124176392,210.25,1088.97,0.9045124176391255
Igor Albernaz Pereira,655.403.572-99,79,223660.0,2024-06-04,76-80,60,0.51,2024-06-04,0.87,5506.630827314721,2419.24,5505.75,0.880827314720591
Noemi Silva Cunha,635.303.907-71,79,95801.0,2024-06-04,76-80,72,0.51,2024-06-04,0.87,2106.2825342297624,785.7,2107.75,-1.4674657702375953
Telma Sant' Anna Oliveira,121.491.122-64,79,52288.0,2024-06-04,76-80,84,0.51,2024-06-04,0.87,1055.5948173063557,333.72,1055.29,0.3048173063557442
Ana Oliveira Silva,848.747.608-21,78,214231.0,2024-06-04,76-80,72,0.51,2024-06-04,0.87,4714.086332128995,1756.98,4713.37,0.7163321289954183
Maria Ferreira Matos,058.418.468-92,76,137614.0,2024-06-04,76-80,36,0.51,2024-06-04,0.87,4875.896085757111,2977.16,4876.23,-0.33391424288856797
Gloria Ferreira Costa,835.816.837-33,78,155336.0,2024-06-04,76-80,84,0.51,2024-06-04,0.87,3134.5900439408533,991.4,3135.04,-0.4499560591466434
Gabriel Prenda Matos,058.785.685-86,78,158341.0,2024-06-04,76-80,72,0.51,2024-06-04,0.87,3483.264850211316,1298.6,3483.71,-0.44514978868392063
Priscila Silva Sant' Anna,134.830.763-36,80,157851.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,2699.169678881961,521.22,2699.56,-0.39032111803908265
Leticia Pereira Matos,606.616.304-39,77,274514.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,4695.859741081403,906.44,4694.73,1.1297410814031537
Pedro Souza Cristina,420.973.326-17,80,130746.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,2235.9954666133453,431.72,2236.01,-0.014533386654875358
Marcelo Albernaz Sande,010.971.257-93,77,143174.0,2024-06-04,76-80,60,0.51,2024-06-04,0.87,3523.5744060997717,1548.66,3524.46,-0.8855939002282867
